,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
0,79907,2021-09-10 12:25:25+00:00,"@GovBillLee @MarshaBlackburn @SenatorHagerty @TNOfc4Refugees 
We don't want these Afghanistan refugee terrorists in our state! You are supposed 2 b protecting our security! We demand 2 know where these terrorist will b placed &amp; an exact number of how many!
https://t.co/mOTFYnBCXX https://t.co/dgCUz1kYkB","        
We don't want these Afghanistan refugee terrorists in our state! You are supposed 2 b protecting our security! We demand 2 know where these terrorist will b placed &amp; an exact number of how many!
   ",plea - fear / disagree,4,0.0189573459715639,,"https://t.co/mOTFYnBCXX, https://t.co/dgCUz1kYkB","@GovBillLee, @MarshaBlackburn, @SenatorHagerty, @TNOfc4Refugees",Nashville TN,0,0,0,0,No hashtags,yes
1,95301,2021-09-01 20:59:21+00:00,"Another way to look at it: of the 124,334 people evacuated from #Afghanistan 19% - 23,876 ppl - are ""at-risk"" #Afghans (SIV, P1, P2, etc) who are now in the US

h/t @cindysaine @rongxiang @pwidakuswara @6ArmsPowell","Another way to look at it: of the 124,334 people evacuated from #Afghanistan 19% - 23,876 ppl - are ""at-risk"" #Afghans (SIV, P1, P2, etc) who are now in the US

h/t        ",happy / agree,10,0.0581395348837209,"(SIV,, P1,, P2,",,"@cindysaine, @rongxiang, @pwidakuswara, @6ArmsPowell","Washington, DC",2,2,3,0,"['Afghanistan', 'Afghans']",yes
2,71097,2021-09-18 04:01:13+00:00,"@manjgu2010 @Asad_Umar Oh i see well, that's why they fled with guns from afghanistan and abode as asylum seeker in Pakistan.","    Oh i see well, that's why they fled with guns from afghanistan and abode as asylum seeker in Pakistan.",disgust / disagree,2,0.0188679245283018,,,"@manjgu2010, @Asad_Umar",United Arab Emirates,2,0,0,0,No hashtags,yes
3,148242,2021-08-18 10:35:36+00:00,Tired of Bush Family &amp; their poor decisions. The Afghans must not be given refugee status in our Country. They can go to Pakistan more in line with their culture! ⁦@POTUS⁩ ⁦@SenTedCruz⁩ ⁦@RandPaul⁩ ⁦@SenateGOP⁩ ⁦@GOPLeader⁩  https://t.co/cLheKCijf2,Tired of Bush Family &amp; their poor decisions. The Afghans must not be given refugee status in our Country. They can go to Pakistan more in line with their culture! ⁦  ⁦  ⁦  ⁦  ⁦    ,plea - disgust / disagree,8,0.0434782608695652,,https://t.co/cLheKCijf2,"@POTUS⁩, @SenTedCruz⁩, @RandPaul⁩, @SenateGOP⁩, @GOPLeader⁩",English-speaking,0,0,2,0,No hashtags,yes
4,171012,2021-08-15 15:25:45+00:00,"Yes, we must give preference to Afghanistan for refugee acceptance  and meaningful resettlement. Especially for women and children. https://t.co/MDjxgvcylD","Yes, we must give preference to Afghanistan for refugee acceptance  and meaningful resettlement. Especially for women and children.  ",hopeful / agree,3,0.0225563909774436,,https://t.co/MDjxgvcylD,,English-speaking,0,0,0,0,No hashtags,yes
5,7571,2022-03-21 18:00:41+00:00,Filmmaker Jonas Poher Rasmussen brings the true story of a young Afghan refugee's journey to a new land in 'Flee.'_  https://t.co/SrlWj6opBX,Filmmaker Jonas Poher Rasmussen brings the true story of a young Afghan refugee's journey to a new land in 'Flee.'_   ,happy / na,6,0.0508474576271186,,https://t.co/SrlWj6opBX,,English-speaking,0,0,1,0,No hashtags,yes
6,76313,2021-09-14 09:47:40+00:00,Refugee is such a deceptive term. One side of my family ( paternal) were dari speaking afghan refugees of sort at 1913 who later settled in Punjab &amp; were given lands by British. Many north Punjabi’s have mixed roots with Afghans so why the racist hatred against refugees?,Refugee is such a deceptive term. One side of my family ( paternal) were dari speaking afghan refugees of sort at 1913 who later settled in Punjab &amp; were given lands by British. Many north Punjabi’s have mixed roots with Afghans so why the racist hatred against refugees?,disgust / agree,7,0.0254545454545454,,,,Washington DC/ Lahore,0,0,0,0,No hashtags,yes
7,21364,2022-02-02 09:00:30+00:00,"We love empowering girls through sport ⚽ Together with @Nike, our #SportforGood initiative has proudly supported the work the Afghanistan and Central Asian Association (ACAA) do, helping young girls from migrant backgrounds gain access to sport 🏅 #WednesdayWisdom #ThisGirlCan https://t.co/mNRFuQri6f","We love empowering girls through sport ⚽ Together with   our #SportforGood initiative has proudly supported the work the Afghanistan and Central Asian Association (ACAA) do, helping young girls from migrant backgrounds gain access to sport 🏅 #WednesdayWisdom #ThisGirlCan  ",happy / na,17,0.0622710622710622,(ACAA),https://t.co/mNRFuQri6f,"@Nike,","Watford, England",0,0,3,0,"['SportforGood', 'WednesdayWisdom', 'ThisGirlCan']",yes
8,97676,2021-09-01 00:00:22+00:00,Franklin County commissioners adopted a resolution voicing their formal support for the resettlement of Afghan refugees in central Ohio. https://t.co/jCz1zvoVQK,Franklin County commissioners adopted a resolution voicing their formal support for the resettlement of Afghan refugees in central Ohio.  ,happy / agree,4,0.0289855072463768,,https://t.co/jCz1zvoVQK,,"Columbus, Ohio USA",9,8,86,4,No hashtags,yes
9,52557,2021-10-20 18:28:23+00:00,Thousands of people have had to flee Afghanistan in recent months. Keep scrolling to learn more about the situation in Afghanistan and how you can support refugee resettlement in Salt Lake County. (1/6) https://t.co/m4K4s2jpW5,Thousands of people have had to flee Afghanistan in recent months. Keep scrolling to learn more about the situation in Afghanistan and how you can support refugee resettlement in Salt Lake County. (1/6)  ,plea - neutral / agree,7,0.034313725490196,,https://t.co/m4K4s2jpW5,,English-speaking,1,0,0,1,No hashtags,yes
