,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
151,65101,2021-09-25 04:07:42+00:00,That's how he vetted the 100k Afghans he flew into a neighborhood near you https://t.co/HW9wYt5e4v,That's how he vetted the 100k Afghans he flew into a neighborhood near you  ,0 / 0,2,0.0263157894736842,,https://t.co/HW9wYt5e4v,,"Intercourse, Pa",0,0,0,0,No hashtags,yes
152,161182,2021-08-16 21:15:32+00:00,"What Biden actually said ""the buck stops with me but also Bush started this and it's Trumps fault and the Afghan army is weak and their president is soft and our allies aren't willing to fight without us"".  #Afghanistan #taliban #Kabul #kabulairport #trump #Embassy #AlQaeda #SIV","What Biden actually said ""the buck stops with me but also Bush started this and it's Trumps fault and the Afghan army is weak and their president is soft and our allies aren't willing to fight without us"".  #Afghanistan #taliban #Kabul #kabulairport #trump #Embassy #AlQaeda #SIV",0 / 0,13,0.046594982078853,#SIV,,,"Austin, TX",0,1,3,0,"['Afghanistan', 'taliban', 'Kabul', 'kabulairport', 'trump', 'Embassy', 'AlQaeda', 'SIV']",yes
153,171687,2021-08-15 12:30:26+00:00,"All at a time when Govt has cut foreign aid and Home Office refuses to recognise scholarships from Afghan students or asylum to people fleeing Afghanistan because “of the message it will send to other refugees.”

There has been a disgraceful lack of humanity and intl leadership. https://t.co/Q8qoNEuwEQ","All at a time when Govt has cut foreign aid and Home Office refuses to recognise scholarships from Afghan students or asylum to people fleeing Afghanistan because “of the message it will send to other refugees.”

There has been a disgraceful lack of humanity and intl leadership.  ",0 / 0,7,0.0249110320284697,,https://t.co/Q8qoNEuwEQ,,"Luton, England",2,14,44,1,No hashtags,yes
154,58037,2021-10-06 19:17:29+00:00,"From Fox News - Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state

https://t.co/ZB6Mk6omav","From Fox News - Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state

 ",0 / 0,15,0.0789473684210526,"DHS, DHS",https://t.co/ZB6Mk6omav,,English-speaking,0,0,0,0,No hashtags,yes
155,183646,2021-07-22 15:22:32+00:00,"When Turks came to Anatolia from the East where Afghans come from nowadays, they were also faced with racial, anti-immigrant resistance against them and they dealt with this resistance with force. https://t.co/ESKWXhmIql","When Turks came to Anatolia from the East where Afghans come from nowadays, they were also faced with racial, anti-immigrant resistance against them and they dealt with this resistance with force.  ",0 / 0,5,0.0252525252525252,,https://t.co/ESKWXhmIql,,English-speaking,0,0,0,0,No hashtags,yes
156,142228,2021-08-19 06:57:22+00:00,"we've got a carrier in Guam while Foreign Secretary Dominic Raab on the beach in Crete was told to ring Kabul urgently re translators, he gets junior Zac Goldsmith to make the call, the Afghans understandably insulted won't take the call","we've got a carrier in Guam while Foreign Secretary Dominic Raab on the beach in Crete was told to ring Kabul urgently re translators, he gets junior Zac Goldsmith to make the call, the Afghans understandably insulted won't take the call",0 / 0,10,0.0421940928270042,,,,Here,2,8,5,1,No hashtags,yes
157,186385,2021-07-11 11:29:20+00:00,Central Europe worried about possible migrant rush from Afghan conflict https://t.co/vSYRf58HvQ,Central Europe worried about possible migrant rush from Afghan conflict  ,0 / 0,3,0.0410958904109589,,https://t.co/vSYRf58HvQ,,"Başakşehir, İstanbul",0,1,2,0,No hashtags,yes
158,88634,2021-09-04 23:36:35+00:00,"@VanessaRiley61 AUS &amp; NZ Immigration &amp; Refugee Update: 
More of the good one, less of the bad ones!

Let's also be clear, Islam is not about ""individuality"" - these constant &amp; monstrous acts flow directly from the teaching of the Quran!
Pass on 20,000 Afghan refugees!
@BradfieldThe @LaTrioli","  AUS &amp; NZ Immigration &amp; Refugee Update: 
More of the good one, less of the bad ones!

Let's also be clear, Islam is not about ""individuality"" - these constant &amp; monstrous acts flow directly from the teaching of the Quran!
Pass on 20,000 Afghan refugees!
   ",0 / 0,14,0.0518518518518518,"AUS, NZ",,"@VanessaRiley61, @BradfieldThe, @LaTrioli",English-speaking,1,1,1,0,No hashtags,yes
159,1224,2022-04-20 18:15:46+00:00,@babimarcolini @AStocktonFilms @aellick I the story you mentioned that you or one of the other authors had the most extensive database of revenge killings of police officers in Afghanistan. I'm working with some former police officers seeking asylum here who have also murdered and disappeared family members.,      I the story you mentioned that you or one of the other authors had the most extensive database of revenge killings of police officers in Afghanistan. I'm working with some former police officers seeking asylum here who have also murdered and disappeared family members.,0 / 0,3,0.0109090909090909,I,,"@babimarcolini, @AStocktonFilms, @aellick",English-speaking,0,0,0,0,No hashtags,yes
160,51124,2021-10-23 22:24:41+00:00,"@USCIS My Afghan translator's SIV was just approved. He is supposed to fill out I-360. But in Part 2, should he check letter L or N? (He worked with US forces for 2 years.) What about Part 4? He already has SIV approval and there is no consulate in Kabul today. #illogical https://t.co/5kedQkqAIe","  My Afghan translator's SIV was just approved. He is supposed to fill out I-360. But in Part 2, should he check letter L or N? (He worked with US forces for 2 years.) What about Part 4? He already has SIV approval and there is no consulate in Kabul today. #illogical  ",0 / 0,21,0.0780669144981412,"SIV, I-360., L, N?, US, SIV",https://t.co/5kedQkqAIe,@USCIS,English-speaking,0,0,0,0,['illogical'],yes
