,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
501,44695,2021-11-12 12:37:18+00:00,"@Rsl_ir @vahabzadeh_ali @MahsaNemat Iran
Iran has provided shelter to 951,000 Afghans and 28,300 Iraqis. This country is the 4th largest refugee host. However, the refugee population in Iran did not change during the first six months of 2015 and has remained number 4 since the previous year.
https://t.co/kOhioPgN9G","      Iran
Iran has provided shelter to 951,000 Afghans and 28,300 Iraqis. This country is the 4th largest refugee host. However, the refugee population in Iran did not change during the first six months of 2015 and has remained number 4 since the previous year.
 ",0 / 0,7,0.0265151515151515,,https://t.co/kOhioPgN9G,"@Rsl_ir, @vahabzadeh_ali, @MahsaNemat",Switzerland,0,0,1,0,No hashtags,yes
502,19674,2022-02-09 03:01:07+00:00,Afghans Protest Slow UN Resettlement Process in Indonesia (+Video) https://t.co/64Scv7UcCL,Afghans Protest Slow UN Resettlement Process in Indonesia (+Video)  ,0 / 0,9,0.1323529411764706,UN,https://t.co/64Scv7UcCL,,All over the world,0,0,0,0,No hashtags,yes
503,49871,2021-10-27 01:25:07+00:00,U.N. Wants U.S. to Take More Afghans as Soros Aids Biden's Resettlement WELCOME TO THE NEW WORLD ORDER…OR EVIL EMPIRE AS I SEE IT https://t.co/PPsxeAXu0V,U.N. Wants U.S. to Take More Afghans as Soros Aids Biden's Resettlement WELCOME TO THE NEW WORLD ORDER…OR EVIL EMPIRE AS I SEE IT  ,0 / 0,57,0.4351145038167939,"U.N., U.S., WELCOME, TO, THE, NEW, WORLD, ORDER…OR, EVIL, EMPIRE, AS, I, SEE, IT",https://t.co/PPsxeAXu0V,,"Sarasota, Fl & San Antonio,TX",0,0,1,0,No hashtags,yes
504,127529,2021-08-22 19:01:32+00:00,"BIDEN: ""Today at 4 PM ET I will address the nation on my  response to T.S. Henri, and give an update on the evacuation of American citizens, SIV applicants &amp; their families, &amp; vulnerable Afghans.""

ME: I can't wait to hear this mangled hot-mess of puppet lies &amp; clown gibberish.","BIDEN: ""Today at 4 PM ET I will address the nation on my  response to T.S. Henri, and give an update on the evacuation of American citizens, SIV applicants &amp; their families, &amp; vulnerable Afghans.""

ME: I can't wait to hear this mangled hot-mess of puppet lies &amp; clown gibberish.",0 / 0,22,0.0758620689655172,"BIDEN:, PM, ET, I, T.S., SIV, I",,,Florida,1,1,9,0,No hashtags,yes
505,73793,2021-09-16 12:42:51+00:00,"Did #Pakistan choose to conveniently forget about the huge refugee crisis that it created out of its own #PakTerror in destroying #Afghanistan? @HabibKhanT  @UN
 https://t.co/94Q4F4cExC","Did #Pakistan choose to conveniently forget about the huge refugee crisis that it created out of its own #PakTerror in destroying #Afghanistan?     
  ",0 / 0,5,0.0331125827814569,,https://t.co/94Q4F4cExC,"@HabibKhanT, @UN","Wiesbaden, Germany",0,0,1,0,"['Pakistan', 'PakTerror', 'Afghanistan']",yes
506,12827,2022-03-03 10:36:38+00:00,"@GBNEWS Except this lot!😡
£5billion+ PA
31,000 illegal immigrants (potential terrorists) crossing by rubber boats now in 4* Hotels
11,000 by other means in 4* Hotels
15,000 Afghan refugees in 4* Hotels 

£6-8 Million per day 

100,000+ waiting asylum decision 
£10+ Million per day.","  Except this lot!😡
£5billion+ PA
31,000 illegal immigrants (potential terrorists) crossing by rubber boats now in 4* Hotels
11,000 by other means in 4* Hotels
15,000 Afghan refugees in 4* Hotels 

£6-8 Million per day 

100,000+ waiting asylum decision 
£10+ Million per day.",0 / 0,9,0.0326086956521739,"PA
31,000",,@GBNEWS,"Dorset, England.",1,0,8,0,No hashtags,yes
507,109598,2021-08-27 13:11:06+00:00,"20,000 #Afghan #refugees will be coming to #Canada as part of the federal government’s resettlement program — and #Brampton’s Red Lead Canadian Resettlement Organization is doing its part to help.

#CDNpoli https://t.co/MI6gM1wZFD","20,000 #Afghan #refugees will be coming to #Canada as part of the federal government’s resettlement program — and #Brampton’s Red Lead Canadian Resettlement Organization is doing its part to help.

#CDNpoli  ",0 / 0,11,0.0528846153846153,,https://t.co/MI6gM1wZFD,,Canada,0,2,2,0,"['Afghan', 'refugees', 'Canada', 'Brampton', 'CDNpoli']",yes
508,166103,2021-08-16 11:29:57+00:00,"US, France and Germany started evacuating their people months ago while this guy was on holiday 👍🏾4000 British nationals and Afghans eligible for resettlement risk being left behind as the UK's immigration system is such a mess, save the tears this was a failure  of your making https://t.co/uv04H3m4ZP","US, France and Germany started evacuating their people months ago while this guy was on holiday 👍🏾4000 British nationals and Afghans eligible for resettlement risk being left behind as the UK's immigration system is such a mess, save the tears this was a failure  of your making  ",0 / 0,8,0.0285714285714285,"US,",https://t.co/uv04H3m4ZP,,Portsmouth,0,0,1,0,No hashtags,yes
509,111463,2021-08-26 20:59:15+00:00,"The point of the refugee operation was to being Afghan heroes to USA for protection against Taliban. Instead, poorly planned Evac was hysteria. USA transported 100k random Afghans. Then gave list of all our remaining Helpers, so Taliban could guide them to airport? https://t.co/LX48PZW60w","The point of the refugee operation was to being Afghan heroes to USA for protection against Taliban. Instead, poorly planned Evac was hysteria. USA transported 100k random Afghans. Then gave list of all our remaining Helpers, so Taliban could guide them to airport?  ",0 / 0,15,0.0561797752808988,"USA, USA",https://t.co/LX48PZW60w,,"Clayton, MO",1,0,0,0,No hashtags,yes
510,135137,2021-08-20 16:20:13+00:00,@British_Airways Even if you are an Afghan refugee?,  Even if you are an Afghan refugee?,0 / 0,2,0.0555555555555555,,,@British_Airways,uk,0,0,0,0,No hashtags,yes
