,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
0,12402,2022-03-04 14:32:58+00:00,@UNHCRIndo We are 10 years without basic human right resettle Afghan Refugees we died every day  17 Afghan @Refugees suicide themself how many more . Resettlemant is only solution for our concern end this limbo justice justice @UNGeneva https://t.co/4MudHBsWPI,  We are 10 years without basic human right resettle Afghan Refugees we died every day  17 Afghan   suicide themself how many more . Resettlemant is only solution for our concern end this limbo justice justice    ,plea - fear / refugee,5,0.0234741784037558,,https://t.co/4MudHBsWPI,"@UNHCRIndo, @Refugees, @UNGeneva","Makassar, Indonesia",0,4,12,0,No hashtags,yes
1,140781,2021-08-19 13:13:18+00:00,So devastated to see this. @ScottMorrisonMP @AlexHawkeMP increase Australian refugee intake from Afghanistan! Bring more of Afghan women here! https://t.co/3nTs0Sa45A,So devastated to see this.     increase Australian refugee intake from Afghanistan! Bring more of Afghan women here!  ,plea - disgust / agree,5,0.0423728813559322,,https://t.co/3nTs0Sa45A,"@ScottMorrisonMP, @AlexHawkeMP",Australia,0,2,9,0,No hashtags,yes
2,141203,2021-08-19 11:36:35+00:00,"@DaphnePanayo @EUwatchers The Afghan immigrant sexual criminality rate was 8.3 times higher than the EU average in 2017.
Official source: Bundeskriminalamt, Statistiches Bundesamt Germany https://t.co/0SuvCCH6q9","    The Afghan immigrant sexual criminality rate was 8.3 times higher than the EU average in 2017.
Official source: Bundeskriminalamt, Statistiches Bundesamt Germany  ",disgust / neutral,9,0.0538922155688622,EU,https://t.co/0SuvCCH6q9,"@DaphnePanayo, @EUwatchers",E V R O P A,0,0,0,0,No hashtags,yes
3,182930,2021-07-24 08:50:20+00:00,"""While many, though not all, Afghan interpreters qualify for a complicated and years-long process known as the Special Immigrant Visa (SIV), the process was hopelessly backlogged prior to 2016 and has been brought to a grinding halt since.""","""While many, though not all, Afghan interpreters qualify for a complicated and years-long process known as the Special Immigrant Visa (SIV), the process was hopelessly backlogged prior to 2016 and has been brought to a grinding halt since.""",disgust / neutral,8,0.0333333333333333,"(SIV),",,,USA,1,0,0,0,No hashtags,yes
4,37112,2021-12-05 22:58:24+00:00,"Our federal government’s promise - to bring 40,000 Afghan refugees to Canada, but to date, fewer 4,000 refugees have arrived. Hire more staff for the immigration and Refugee Board so they can more quickly process the applications.  #eyeonafghanistan #socialjustice #wearefamous5 https://t.co/I2XSExxeSr","Our federal government’s promise - to bring 40,000 Afghan refugees to Canada, but to date, fewer 4,000 refugees have arrived. Hire more staff for the immigration and Refugee Board so they can more quickly process the applications.  #eyeonafghanistan #socialjustice #wearefamous5  ",plea - disgust / agree,6,0.0214285714285714,,https://t.co/I2XSExxeSr,,Calgary,0,3,12,1,"['eyeonafghanistan', 'socialjustice', 'wearefamous5']",yes
5,45472,2021-11-10 12:36:27+00:00,"@mtgreenee Facts:
- SSSS stands for Secondary Security Screening Selection
- any traveller can be assigned SSSS
- DHS owns the criteria for assignment
- J6 defendants have shown their tendency for violence, Afghan asylum applicants have not
- asylum is a human right
https://t.co/5GgeGLsg7O","  Facts:
- SSSS stands for Secondary Security Screening Selection
- any traveller can be assigned SSSS
- DHS owns the criteria for assignment
- J6 defendants have shown their tendency for violence, Afghan asylum applicants have not
- asylum is a human right
 ",plea - disgust / agree,18,0.0694980694980695,"SSSS, SSSS
-, DHS, J6",https://t.co/5GgeGLsg7O,@mtgreenee,"Need-to-know-city, Some-Land ",13,17,134,1,No hashtags,yes
6,122570,2021-08-24 04:25:18+00:00,Afghan refugee airlifted by ADF.. sad to see what’s unfolding there.. hope one day she plays for Australia 🇦🇺🇦🇺 https://t.co/GaRIDCRIvP,Afghan refugee airlifted by ADF.. sad to see what’s unfolding there.. hope one day she plays for Australia 🇦🇺🇦🇺  ,sad / agree,5,0.0442477876106194,ADF..,https://t.co/GaRIDCRIvP,,"Melbourne, Victoria",0,0,0,0,No hashtags,yes
7,145141,2021-08-18 18:14:33+00:00,"@nickgillespie @JoeBiden 80,000 unvetted people? Sounds great, even afghan allies and security forces troops routinely betrayed US forces by working with the Taliban and Syrian terror cells. Let's potentially bring a whole bunch of them here. Great fucking idea.","    80,000 unvetted people? Sounds great, even afghan allies and security forces troops routinely betrayed US forces by working with the Taliban and Syrian terror cells. Let's potentially bring a whole bunch of them here. Great fucking idea.",angry / disagree,7,0.0290456431535269,US,,"@nickgillespie, @JoeBiden",New York,0,0,0,0,No hashtags,yes
8,29234,2022-01-05 10:39:41+00:00,Afghan Migrant Arrested After Woman Stabbed and Teen Raped https://t.co/yc1flhCYgY via @BreitbartNews,Afghan Migrant Arrested After Woman Stabbed and Teen Raped   via  ,disgust / neutral,8,0.1212121212121212,,https://t.co/yc1flhCYgY,@BreitbartNews,"Lelystad, Nederland",0,0,1,0,No hashtags,yes
9,167307,2021-08-16 07:04:36+00:00,"@vanOnselenP Missed travelling thru AFG by 3 months 03/80. Millions of Afghan refugees in Baluch and NWF Regions of PAK 80-87. Saw CIA operatives on multiple occasions supplying Mujahideen NWFP. In Dushanbe when Soviets exited ‘89. Multi visits to AFG borders/refugee camps. You, @vanOnselenP?","  Missed travelling thru AFG by 3 months 03/80. Millions of Afghan refugees in Baluch and NWF Regions of PAK 80-87. Saw CIA operatives on multiple occasions supplying Mujahideen NWFP. In Dushanbe when Soviets exited ‘89. Multi visits to AFG borders/refugee camps. You,  ",neutral / neutral,31,0.1148148148148148,"AFG, NWF, PAK, CIA, NWFP., AFG",,"@vanOnselenP, @vanOnselenP?","Gadigal land, NSW, Australia",0,0,0,0,No hashtags,yes
