,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
0,70293,2021-09-19 11:22:24+00:00,"@Juan_Diego1999 @BillFOXLA @FoxNews They’re Asylum seekers, it was either death or life in the USA, and they chose the latter. Now be a good human being and welcome them in to your country, tf 🥴. Y’all were happy for the Afghans, now be happy for the Haitians 🤨.","      They’re Asylum seekers, it was either death or life in the USA, and they chose the latter. Now be a good human being and welcome them in to your country, tf 🥴. Y’all were happy for the Afghans, now be happy for the Haitians 🤨.",na / na,9,0.0387931034482758,"USA,",,"@Juan_Diego1999, @BillFOXLA, @FoxNews","Johannesburg, South Africa",3,0,1,0,No hashtags,no
1,55624,2021-10-12 14:00:29+00:00,"The Des Moines field office of the  U.S. Committee for Refugee and Immigrants has dedicated its third annual ""Welcoming Iowa"" benefit on Oct. 14 towards helping Afghan evacuees expected to resettle in Iowa and other refugees. https://t.co/KAnoODsedX","The Des Moines field office of the  U.S. Committee for Refugee and Immigrants has dedicated its third annual ""Welcoming Iowa"" benefit on Oct. 14 towards helping Afghan evacuees expected to resettle in Iowa and other refugees.  ",happy / agree,13,0.0572687224669603,U.S.,https://t.co/KAnoODsedX,,"Washington, DC",0,1,4,1,No hashtags,no
2,102185,2021-08-30 13:58:30+00:00,"I really am uncomfortable about this and especially equating to the Ghurkas

Intergrate with army units after vetting. But I don't believe that the ANA Commandos mmm no 

Afghan special forces commandos 'could fight for British like Gurkhas' https://t.co/a5oHcEYssZ @MailOnline","I really am uncomfortable about this and especially equating to the Ghurkas

Intergrate with army units after vetting. But I don't believe that the ANA Commandos mmm no 

Afghan special forces commandos 'could fight for British like Gurkhas'    ",na / na,12,0.0489795918367346,"I, I, ANA",https://t.co/a5oHcEYssZ,@MailOnline,"Texas, USA, London",0,0,0,0,No hashtags,no
3,8513,2022-03-17 09:52:09+00:00,"When #Afghanistan fell, I was flooded with memories of covering the war. I was grateful to be part of a project to help resettle one of my dear friends who had helped me with logistics as I reported across the country. https://t.co/VIF5KUChvy","When #Afghanistan fell, I was flooded with memories of covering the war. I was grateful to be part of a project to help resettle one of my dear friends who had helped me with logistics as I reported across the country.  ",happy / agree,5,0.0227272727272727,"I, I, I",https://t.co/VIF5KUChvy,,"Washington, DC",1,2,4,0,['Afghanistan'],no
4,61342,2021-09-30 21:17:31+00:00,"Finally official: The funding bill passed by the Senate &amp; House today will make all Afghan evacuees eligible for the same resettlement assistance as refugees, including job placement services, English instruction, access to public benefits, etc.","Finally official: The funding bill passed by the Senate &amp; House today will make all Afghan evacuees eligible for the same resettlement assistance as refugees, including job placement services, English instruction, access to public benefits, etc.",happy / agree,6,0.0240963855421686,,,,"Washington, DC",2,43,162,6,No hashtags,no
5,173495,2021-08-14 15:50:40+00:00,Five years ago ⁦@TBIJ⁩ revealed that asylum seeking children that had arrived alone from Afghanistan were being sent back to untold danger when they turned 18. Can ⁦@ukhomeoffice⁩ guarantee that isn’t still happening? (⁦@RoryStewartUK⁩) https://t.co/hjl6GLo3bT,Five years ago ⁦  revealed that asylum seeking children that had arrived alone from Afghanistan were being sent back to untold danger when they turned 18. Can ⁦  guarantee that isn’t still happening? (⁦   ,disgust / agree,3,0.0146341463414634,,https://t.co/hjl6GLo3bT,"@TBIJ⁩, @ukhomeoffice⁩, @RoryStewartUK⁩)",English-speaking,1,13,18,1,No hashtags,no
6,111151,2021-08-26 22:41:53+00:00,"Come on man, we know where he’s hiding. The real question is…. Where’s the 100,000 Afghani’s that he claimed to relocate….. are the vetted? https://t.co/iQV7podFxn","Come on man, we know where he’s hiding. The real question is…. Where’s the 100,000 Afghani’s that he claimed to relocate….. are the vetted?  ",disgust / neutral,4,0.0283687943262411,,https://t.co/iQV7podFxn,,PR expat,0,0,0,0,No hashtags,no
7,47924,2021-10-31 21:21:34+00:00,"I am shocked that after Biden gave Afghanistan to the Taliban and imported tens of thousand of unvetted refugees, we now have threats of terrorism in just a couple of months https://t.co/9jEUb4ZG6u","I am shocked that after Biden gave Afghanistan to the Taliban and imported tens of thousand of unvetted refugees, we now have threats of terrorism in just a couple of months  ",disgust / disagree,4,0.0228571428571428,I,https://t.co/9jEUb4ZG6u,,"Arizona, USA",3,10,40,1,No hashtags,no
8,162911,2021-08-16 18:15:12+00:00,"🙏🏻 🙏🏻 🙏🏻 #Afghanistan…

📷 Steve McCurry’s 1985 portrait of Afghan refugee Sharbat Gula that had not end up on the cover of the National Geographic
#AfghanWomen https://t.co/jgZd7kMOur","🙏🏻 🙏🏻 🙏🏻 #Afghanistan…

📷 Steve McCurry’s 1985 portrait of Afghan refugee Sharbat Gula that had not end up on the cover of the National Geographic
#AfghanWomen  ",na / na,11,0.0683229813664596,,https://t.co/jgZd7kMOur,,"Geneva, Switzerland",1,4,11,0,"['Afghanistan', 'AfghanWomen']",no
9,38060,2021-12-02 19:10:36+00:00,@votevets Can you provide the page # of the bill that requires those flown here to be “allies” who fought for US? You can’t because it doesn’t exist. You don’t even have to be from Afghanistan. No rules. No reqs. No vetting. No conditions. No limits. (Hence the admission of sex offenders).,  Can you provide the page # of the bill that requires those flown here to be “allies” who fought for US? You can’t because it doesn’t exist. You don’t even have to be from Afghanistan. No rules. No reqs. No vetting. No conditions. No limits. (Hence the admission of sex offenders).,disgust / disagree,12,0.0425531914893617,US?,,@votevets,English-speaking,4,6,7,2,No hashtags,no
10,105950,2021-08-28 16:45:05+00:00,"Yesterday we got more sympathy and respect from an Afghan refugee than white people who live on Capitol Hill.
Yesterday, white people looked Kaloni Bolton's mother in the eyes and said ""I don't appreciate your approach.
A white woman said ""I'm just here to enjoy ice cream.""","Yesterday we got more sympathy and respect from an Afghan refugee than white people who live on Capitol Hill.
Yesterday, white people looked Kaloni Bolton's mother in the eyes and said ""I don't appreciate your approach.
A white woman said ""I'm just here to enjoy ice cream.""",disgust / agree,10,0.0364963503649635,"""I",,,"SEATTLE, WA",3,10,62,0,No hashtags,no
11,35785,2021-12-09 03:14:50+00:00,‘The enormity of the task is not lost on me’: Minister on Afghan resettlement goal https://t.co/p4kPUCJ1yV,‘The enormity of the task is not lost on me’: Minister on Afghan resettlement goal  ,neutral / neutral,3,0.0357142857142857,,https://t.co/p4kPUCJ1yV,,English-speaking,0,0,0,0,No hashtags,no
12,131370,2021-08-21 15:00:03+00:00,@thehill @mtgreenee They were vetted.  Elsewhere.  In Afghanistan.   To work with Americans.,    They were vetted.  Elsewhere.  In Afghanistan.   To work with Americans.,disgust / agree,6,0.0789473684210526,,,"@thehill, @mtgreenee",Canada,0,0,1,0,No hashtags,no
13,124207,2021-08-23 18:01:51+00:00,"@JDVance1 Those evacuees are vetted. They are the people who helped us in Afghanistan, and will pay with their lives if they can't leave. 

It will be a cold day in hell before I EVER vote for you for Senator from Ohio. 

I'd take Frank Jackson for the seat before you.","  Those evacuees are vetted. They are the people who helped us in Afghanistan, and will pay with their lives if they can't leave. 

It will be a cold day in hell before I EVER vote for you for Senator from Ohio. 

I'd take Frank Jackson for the seat before you.",angry / agree,14,0.053639846743295,"I, EVER",,@JDVance1,"Cleveland, OH",0,0,0,0,No hashtags,no
14,196779,2021-03-16 18:27:33+00:00,"Humbled and honoured to join refugee women activists, advocates &amp; govt leaders from Afghanistan, Mali, Rwanda &amp; Syria to discuss what hampers women’s access to #humanitarian services &amp; what we must do to fix now! #NoExcuses #CSW65 https://t.co/DfkgqJ2iZz","Humbled and honoured to join refugee women activists, advocates &amp; govt leaders from Afghanistan, Mali, Rwanda &amp; Syria to discuss what hampers women’s access to #humanitarian services &amp; what we must do to fix now! #NoExcuses #CSW65  ",hopeful / agree,10,0.040983606557377,#CSW65,https://t.co/DfkgqJ2iZz,,"Geneva, Switzerland",0,3,23,0,"['humanitarian', 'NoExcuses', 'CSW65']",no
15,6190,2022-03-28 02:23:21+00:00,"#Oscars2022 | #Encanto defeated a diverse field — Afghan refugee documentary Flee, Pixar's Italy-set coming-of-age tale Luca, futuristic family comedy The Mitchells vs. the Machines, and Disney's fantasy adventure Raya and the Last Dragon https://t.co/MTDNIHsHOI","#Oscars2022 | #Encanto defeated a diverse field — Afghan refugee documentary Flee, Pixar's Italy-set coming-of-age tale Luca, futuristic family comedy The Mitchells vs. the Machines, and Disney's fantasy adventure Raya and the Last Dragon  ",na / na,14,0.0583333333333333,,https://t.co/MTDNIHsHOI,,"Mumbai, India",0,1,4,0,"['Oscars2022', 'Encanto']",no
16,135888,2021-08-20 13:25:51+00:00,"BREAKING: Epping Forest District Council is set to offer two family-sized homes to the Government for the Afghan refugee relocation programme.
The homes would be for Locally Employed Staff who worked for the UK and risked their lives alongside British troops in Afghanistan.","BREAKING: Epping Forest District Council is set to offer two family-sized homes to the Government for the Afghan refugee relocation programme.
The homes would be for Locally Employed Staff who worked for the UK and risked their lives alongside British troops in Afghanistan.",happy / agree,22,0.0802919708029197,"BREAKING:, UK",,,Epping Forest,10,1,41,0,No hashtags,no
