,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
251,128612,2021-08-22 12:59:21+00:00,Have no faith in our PM to take hold of this crisis with the absolute urgency it deserves. As immigration Minister deemed refugee family visa processing as 'lowest priority' 12 years later many still wait to reunite. Many have now lost all hope #hazara #Afghanistan #MorrisonFail,Have no faith in our PM to take hold of this crisis with the absolute urgency it deserves. As immigration Minister deemed refugee family visa processing as 'lowest priority' 12 years later many still wait to reunite. Many have now lost all hope #hazara #Afghanistan #MorrisonFail,0 / 0,9,0.032258064516129,PM,,,English-speaking,0,0,0,0,"['hazara', 'Afghanistan', 'MorrisonFail']",yes
252,127897,2021-08-22 17:02:08+00:00,"Canada to take in 20,000 Afghan refugees targeted by Taliban https://t.co/jmUXksnOB9 Several plane-loads of asylum seekers have already departed","Canada to take in 20,000 Afghan refugees targeted by Taliban   Several plane-loads of asylum seekers have already departed",0 / 0,4,0.0327868852459016,,https://t.co/jmUXksnOB9,,English-speaking,0,0,0,0,No hashtags,yes
253,51501,2021-10-22 21:31:01+00:00,Afghan Refugee Charged With Rape Of 18-Year-Old After Resettling In Montana https://t.co/Ta6Q2Ek51Q,Afghan Refugee Charged With Rape Of 18-Year-Old After Resettling In Montana  ,0 / 0,12,0.1558441558441558,,https://t.co/Ta6Q2Ek51Q,,US,5,8,12,1,No hashtags,yes
254,105465,2021-08-28 20:37:35+00:00,@DiamondandSilk Is it true their housing unvetted Afghanistan's at our basses... Terrorists don't bring Arms they steel them...,  Is it true their housing unvetted Afghanistan's at our basses... Terrorists don't bring Arms they steel them...,0 / 0,4,0.0353982300884955,,,@DiamondandSilk,"McAlester, OK",0,0,0,0,No hashtags,yes
255,49006,2021-10-28 21:55:36+00:00,Honored to continue to help our #Afghan wartime allies resettle in the US on behalf of @iava &amp; our members. We hope they can make fast use of all this clothing &amp; shoes. #KeepingOurPromise #Afghanistan #AFG #IAVA #Resettlement #OperationAlliesWelcome #AfghanEvac #DigitalDunkirk https://t.co/OYIgLDmCKq,Honored to continue to help our #Afghan wartime allies resettle in the US on behalf of   &amp; our members. We hope they can make fast use of all this clothing &amp; shoes. #KeepingOurPromise #Afghanistan #AFG #IAVA #Resettlement #OperationAlliesWelcome #AfghanEvac #DigitalDunkirk  ,0 / 0,24,0.0848056537102473,"US, #AFG, #IAVA",https://t.co/OYIgLDmCKq,@iava,United States,6,11,60,1,"['Afghan', 'KeepingOurPromise', 'Afghanistan', 'AFG', 'IAVA', 'Resettlement', 'OperationAlliesWelcome', 'AfghanEvac', 'DigitalDunkirk']",yes
256,28678,2022-01-07 09:07:21+00:00,"The UK's Afghan Citizens Resettlement Scheme is now formally open and the guidance can be found here: https://t.co/kTsYFPhHa0

Unfortunately, there is no application process, rather it looks like a referral process, but all details can be found here.","The UK's Afghan Citizens Resettlement Scheme is now formally open and the guidance can be found here:  

Unfortunately, there is no application process, rather it looks like a referral process, but all details can be found here.",0 / 0,8,0.0350877192982456,,https://t.co/kTsYFPhHa0,,"Southampton, England",0,0,2,0,No hashtags,yes
257,137914,2021-08-20 00:08:53+00:00,@withpurpose20 @SenTomCotton Biden stands by his decision. It was Republicans in Congress who voted against visas for translators. Biden also told the leaders in Afghanistan to make a plan months ago after years of training &amp; equip &amp; told everyone to get to Kapul. Instead they didn't &amp; their president fled.,    Biden stands by his decision. It was Republicans in Congress who voted against visas for translators. Biden also told the leaders in Afghanistan to make a plan months ago after years of training &amp; equip &amp; told everyone to get to Kapul. Instead they didn't &amp; their president fled.,0 / 0,8,0.0271186440677966,,,"@withpurpose20, @SenTomCotton",United States,1,0,0,0,No hashtags,yes
258,61592,2021-09-30 16:33:54+00:00,"‘Fiscal insanity’ ?  Inmates running the asylum.
https://t.co/hYlLZLpXI3

Why does Public Initiative require his approval?

He approves of us spending that much on Afghanistan alone, but doesn't approve of spending that much on our own domestic development? 
   ???","‘Fiscal insanity’ ?  Inmates running the asylum.
 

Why does Public Initiative require his approval?

He approves of us spending that much on Afghanistan alone, but doesn't approve of spending that much on our own domestic development? 
   ???",0 / 0,7,0.0288065843621399,,https://t.co/hYlLZLpXI3,,"Martinsburg, Maryland",0,0,0,0,No hashtags,yes
259,166818,2021-08-16 08:57:36+00:00,"@Jacob_Barden No Tory voter ever: ""Hey, it'd be a great idea to open the borders up to every economic migrant chancer from Afghan who'd quite like a council house and universal credit.""","  No Tory voter ever: ""Hey, it'd be a great idea to open the borders up to every economic migrant chancer from Afghan who'd quite like a council house and universal credit.""",0 / 0,4,0.0231213872832369,,,@Jacob_Barden,English-speaking,1,0,1,0,No hashtags,yes
260,21246,2022-02-02 18:53:16+00:00,"Islamabad, Pakistan
A Pakistani health worker marks the finger of an Afghan child with indelible ink during an anti-polio campaign at an Afghan refugee settlement
Photograph: Anadolu Agency https://t.co/IYsN6LKa1P","Islamabad, Pakistan
A Pakistani health worker marks the finger of an Afghan child with indelible ink during an anti-polio campaign at an Afghan refugee settlement
Photograph: Anadolu Agency  ",0 / 0,9,0.0471204188481675,,https://t.co/IYsN6LKa1P,,Beautiful Pacific Northwest,0,1,3,0,No hashtags,yes
261,101299,2021-08-30 21:00:01+00:00,"Arizona is preparing to receive and resettle displaced refugees from Afghanistan. 

You can help by volunteering your time and resources and telling Gov. @DougDucey to take more action! (602) 542-4331

https://t.co/ltH6qiTEP1","Arizona is preparing to receive and resettle displaced refugees from Afghanistan. 

You can help by volunteering your time and resources and telling Gov.   to take more action! (602) 542-4331

 ",0 / 0,4,0.0206185567010309,,https://t.co/ltH6qiTEP1,@DougDucey,Arizona,0,0,1,0,No hashtags,yes
262,183889,2021-07-21 19:06:23+00:00,"Showboating Cruz will have Afghan blood on his hands if he delays evacuation of translators and their families as we promised them. Shameful. 

Ted Cruz is blocking diplomats from being confirmed, and it has nothing to do with their qualifications

https://t.co/brMxUsrki7","Showboating Cruz will have Afghan blood on his hands if he delays evacuation of translators and their families as we promised them. Shameful. 

Ted Cruz is blocking diplomats from being confirmed, and it has nothing to do with their qualifications

 ",0 / 0,6,0.024,,https://t.co/brMxUsrki7,,"Bay Park, CA",0,0,0,0,No hashtags,yes
263,130084,2021-08-21 22:00:09+00:00,@BasedChad12 @RSBNetwork Afghanistan disaster negotiated and caused by Trump. Trump and Miller blew up the SIV process. A judge even ruled against them in 2019. 79% of Americans do not think the country is heading in the wrong direction. Gallup had 69% and the numbers were worse under Trump.,    Afghanistan disaster negotiated and caused by Trump. Trump and Miller blew up the SIV process. A judge even ruled against them in 2019. 79% of Americans do not think the country is heading in the wrong direction. Gallup had 69% and the numbers were worse under Trump.,0 / 0,11,0.040590405904059,"SIV, A",,"@BasedChad12, @RSBNetwork",Fort Lauderdale,1,0,0,0,No hashtags,yes
