,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
0,101482,2021-08-30 19:43:33+00:00,"As Biden winds down Afghanistan, a refugee backlash looms at home https://t.co/D3Nbw1t6xR #SmartNews","As Biden winds down Afghanistan, a refugee backlash looms at home   #SmartNews",fear / neutral,5,0.0641025641025641,,https://t.co/D3Nbw1t6xR,,hawaii,0,0,0,0,['SmartNews'],yes
1,122776,2021-08-24 02:30:36+00:00,You mean the guy who had no plan for the evacuation of Americans from Afghanistan? He definitely doesn't have a plan to vet refugees. https://t.co/hRi7yeX3VF,You mean the guy who had no plan for the evacuation of Americans from Afghanistan? He definitely doesn't have a plan to vet refugees.  ,disgust / disagree,4,0.0296296296296296,,https://t.co/hRi7yeX3VF,,"Oregon, USA",0,0,0,0,No hashtags,yes
2,61708,2021-09-30 14:20:24+00:00,Tens of thousands of Afghan refugees are living in the US in makeshift tent cities. The food? Bad. The clothing? Not warm enough. Read Abul Ahmed describe the conditions in one of America's new refugee camps: https://t.co/y7uZuPClJd,Tens of thousands of Afghan refugees are living in the US in makeshift tent cities. The food? Bad. The clothing? Not warm enough. Read Abul Ahmed describe the conditions in one of America's new refugee camps:  ,sad / agree,12,0.0571428571428571,US,https://t.co/y7uZuPClJd,,New York,1,20,36,2,No hashtags,yes
3,112175,2021-08-26 17:36:20+00:00,How prepared is Europe for an Afghan refugee influx? https://t.co/8iZO3Krcck via @YouTube,How prepared is Europe for an Afghan refugee influx?   via  ,neutral / neutral,3,0.05,,https://t.co/8iZO3Krcck,@YouTube,Displaced 🇦🇫🇬🇧 Northants ,0,0,3,0,No hashtags,yes
4,4725,2022-04-05 07:21:22+00:00,"'There's a whole new wave of Afghans who are leaving their country'.

In 2016 journalist &amp; author @mattaikins joined his Afghan friend Omar on the perilous migrant route to Europe. He tells me that, since the #Taliban's return to power, it's now even harder to flee. 

#f24
⤵️ https://t.co/FWe7ZuuT7s","'There's a whole new wave of Afghans who are leaving their country'.

In 2016 journalist &amp; author   joined his Afghan friend Omar on the perilous migrant route to Europe. He tells me that, since the #Taliban's return to power, it's now even harder to flee. 

#f24
⤵️  ",fear / agree,8,0.0294117647058823,,https://t.co/FWe7ZuuT7s,@mattaikins,Paris,0,4,12,1,"['Taliban', 'f24']",yes
5,76883,2021-09-13 20:18:44+00:00,"@HouseForeign @SecBlinken @RepCicilline, the @JoeBiden Administration resurrected the Special Immigrant Visa program that was essentially shutdown by Trump WH in March of 2020. Afghans tht are not vetted before leaving Afghanistan, are vetted in third countries prior to being brought to the US.","      the   Administration resurrected the Special Immigrant Visa program that was essentially shutdown by Trump WH in March of 2020. Afghans tht are not vetted before leaving Afghanistan, are vetted in third countries prior to being brought to the US.",neutral / neutral,12,0.0476190476190476,"WH, US.",,"@HouseForeign, @SecBlinken, @RepCicilline,, @JoeBiden","Richmond, Virginia",0,1,0,0,No hashtags,yes
6,149301,2021-08-18 07:49:43+00:00,"20,000 Afghan refugees will be offered asylum, but Detention Action's Bella Sankey criticised the ""low figure"" and called for Priti Patel to scrap a new immigration bill that would criminalise unofficial arrivals.

""She would have them put in prison.""

@JuliaHB1 | @BellaSankey https://t.co/JLpYEu700f","20,000 Afghan refugees will be offered asylum, but Detention Action's Bella Sankey criticised the ""low figure"" and called for Priti Patel to scrap a new immigration bill that would criminalise unofficial arrivals.

""She would have them put in prison.""

  |    ",hopeful / agree,8,0.0307692307692307,,https://t.co/JLpYEu700f,"@JuliaHB1, @BellaSankey",United Kingdom,126,20,57,6,No hashtags,yes
7,116266,2021-08-25 17:36:05+00:00,"They look to be Afghani students (also accompanied by their families) that are here because of SIV a parent got to come to US. They are listed as American Allies-not US citizens &amp; received OK through military/not State dept?

Multiple articles written are intentionally obtuse. https://t.co/8f9JRHq4Ux","They look to be Afghani students (also accompanied by their families) that are here because of SIV a parent got to come to US. They are listed as American Allies-not US citizens &amp; received OK through military/not State dept?

Multiple articles written are intentionally obtuse.  ",neutral / neutral,16,0.0565371024734982,"SIV, US., US, OK",https://t.co/8f9JRHq4Ux,, OK,0,0,0,0,No hashtags,yes
8,114016,2021-08-26 06:15:39+00:00,"That was fast: afghan refugee arrived in France last week, already got a 10 months (suspended) jail sentence ! 😳

https://t.co/iRBKOUl8AF]","That was fast: afghan refugee arrived in France last week, already got a 10 months (suspended) jail sentence ! 😳

 ",disgust / neutral,2,0.017391304347826,,https://t.co/iRBKOUl8AF],,English-speaking,1,1,16,0,No hashtags,yes
9,97472,2021-09-01 01:41:35+00:00,"Taliban are on the trail of revenge: Jihadis start hunt for translators as soon as Western troops exit Afghanistan
https://t.co/qN3Iyi5FHi https://t.co/HhRglEGE9d","Taliban are on the trail of revenge: Jihadis start hunt for translators as soon as Western troops exit Afghanistan
   ",fear / neutral,4,0.0338983050847457,,"https://t.co/qN3Iyi5FHi, https://t.co/HhRglEGE9d",,USA,0,0,1,0,No hashtags,yes
10,92791,2021-09-02 22:52:14+00:00,I can give away my room for an Afghan refugee if you guys need it - it’s suitable for a single man but rather prefer to give away for a lady.. ♻️ #RUN,I can give away my room for an Afghan refugee if you guys need it - it’s suitable for a single man but rather prefer to give away for a lady.. ♻️ #RUN,happy / agree,5,0.0333333333333333,"I, #RUN",,,English-speaking,0,0,0,0,['RUN'],yes
11,39068,2021-11-29 15:24:46+00:00,"@HabibKhanT Daily reminder: Here is a pic of Habib Khan trying to free Afghanistan, while hiding in asylum, expecting Afghan women to go on the streets and fight for him! https://t.co/pfw4XtAPEr","  Daily reminder: Here is a pic of Habib Khan trying to free Afghanistan, while hiding in asylum, expecting Afghan women to go on the streets and fight for him!  ",happy / neutral,6,0.037037037037037,,https://t.co/pfw4XtAPEr,@HabibKhanT,English-speaking,0,0,1,0,No hashtags,yes
12,148253,2021-08-18 10:33:35+00:00,"Macron In Provocative Afghan Remarks Warns Europe Must ""Protect"" Itself Against New Refugee Wave
https://t.co/sV4ftMcRs6","Macron In Provocative Afghan Remarks Warns Europe Must ""Protect"" Itself Against New Refugee Wave
 ",disgust / neutral,14,0.1428571428571428,,https://t.co/sV4ftMcRs6,,Hispania,0,1,2,2,No hashtags,yes
13,196819,2021-03-15 04:48:47+00:00,@SBSNews Aust stop your killing of Afghanistan citizens. Stop your massacre of the Indiginious. Stop the immure of this seeping asylum. Stop your quad-squad of hate,  Aust stop your killing of Afghanistan citizens. Stop your massacre of the Indiginious. Stop the immure of this seeping asylum. Stop your quad-squad of hate,plea - angry / neutral,6,0.0382165605095541,,,@SBSNews,English-speaking,1,0,0,0,No hashtags,yes
14,186823,2021-07-10 02:03:37+00:00,@POTUS Please DO SOMETHING about the resistance of DHS and the State Department to evacuating our Afghan translators and their families to Guam before it’s too late!  Their lives are at stake as you well know.  Please take action 🙏,  Please DO SOMETHING about the resistance of DHS and the State Department to evacuating our Afghan translators and their families to Guam before it’s too late!  Their lives are at stake as you well know.  Please take action 🙏,plea - disgust / agree,21,0.0929203539823008,"DO, SOMETHING, DHS",,@POTUS,New Jersey USA,0,0,0,0,No hashtags,yes
15,122269,2021-08-24 07:38:50+00:00,"#Russia Russian President Vladimir Putin orders the Federal Security Service
FSB to closely monitor the arrival of Afghans to the country as refugees sayingThe cause of the refugee crisis is this destabilization of entire regions of the world first and foremost in the Middle East https://t.co/Qjh41RtZ6j","#Russia Russian President Vladimir Putin orders the Federal Security Service
FSB to closely monitor the arrival of Afghans to the country as refugees sayingThe cause of the refugee crisis is this destabilization of entire regions of the world first and foremost in the Middle East  ",neutral / neutral,15,0.0531914893617021,,https://t.co/Qjh41RtZ6j,,🇸🇦,0,0,2,0,['Russia'],yes
16,78178,2021-09-12 04:04:55+00:00,Afghanistan News LIVE Updates: Resistance Leader Ahmad Massoud Still in the Country; US Halts Refugee Flights After Measles Cases Reported,Afghanistan News LIVE Updates: Resistance Leader Ahmad Massoud Still in the Country; US Halts Refugee Flights After Measles Cases Reported,fear / neutral,22,0.1594202898550724,"LIVE, US",,,New Delhi ,0,0,0,0,No hashtags,yes
17,50394,2021-10-26 01:23:10+00:00,"How can Canada best deliver on its commitment to resettle 40,000 Afghans? 

“It’s really important that Afghans themselves are part of that conversation,” @lerrning's James Milner tells @btxlau.

Read more in this compelling piece in @nationalpost 

https://t.co/VY4SmczFE6","How can Canada best deliver on its commitment to resettle 40,000 Afghans? 

“It’s really important that Afghans themselves are part of that conversation,”   James Milner tells  

Read more in this compelling piece in   

 ",plea - neutral / neutral,8,0.036036036036036,,https://t.co/VY4SmczFE6,"@lerrning's, @btxlau., @nationalpost","Ottawa, Ontario",1,2,10,1,No hashtags,yes
18,25034,2022-01-18 20:01:44+00:00,#School is back in session for the Afghan evacuees temporarily staying in #Qatar. Spirit of America provided educational supplies and furnishings for the community center to ensure that the children could go #BackToSchool while they await resettlement. #Afghanistan #education https://t.co/LCDPpjQfxV,#School is back in session for the Afghan evacuees temporarily staying in #Qatar. Spirit of America provided educational supplies and furnishings for the community center to ensure that the children could go #BackToSchool while they await resettlement. #Afghanistan #education  ,happy / neutral,9,0.0323741007194244,,https://t.co/LCDPpjQfxV,,"Arlington, VA",0,0,5,0,"['School', 'Qatar', 'BackToSchool', 'Afghanistan', 'education']",yes
19,173761,2021-08-14 12:17:46+00:00,"My opinion on Afghanistan: we should do a very *very* thorough investigation into why they couldn't prepare for this in 20 years. If we find it was our mistake or that something can be done, we go back and fix this. Otherwise, we start an international refugee relocation effort.","My opinion on Afghanistan: we should do a very *very* thorough investigation into why they couldn't prepare for this in 20 years. If we find it was our mistake or that something can be done, we go back and fix this. Otherwise, we start an international refugee relocation effort.",plea - neutral / agree,4,0.014336917562724,,,,"New Jersey, USA",2,0,7,0,No hashtags,yes
20,54653,2021-10-14 16:23:22+00:00,"Boy, 16, arrested on suspicion of murder of Afghan refugee in Londo... (The Independent)

A teenage boy has been arrested on suspicion of murder following the fatal stabbing of an Af...

Add your highlights:
https://t.co/TipCzi2nCg
 #London #UK #ldn","Boy, 16, arrested on suspicion of murder of Afghan refugee in Londo... (The Independent)

A teenage boy has been arrested on suspicion of murder following the fatal stabbing of an Af...

Add your highlights:
 
 #London #UK #ldn",disgust / neutral,11,0.0484581497797356,#UK,https://t.co/TipCzi2nCg,,Internet,0,0,1,0,"['London', 'UK', 'ldn']",yes
21,44760,2021-11-12 07:08:41+00:00,@WandaNoqazo @Armchai41757316 @RediTlhabi Maybe you be dead Wanda. Maybe we on the news like Afghanistan. Maybe you a refugee in Zimbabwe? Maybe. Just maybe.,      Maybe you be dead Wanda. Maybe we on the news like Afghanistan. Maybe you a refugee in Zimbabwe? Maybe. Just maybe.,na / na,8,0.0661157024793388,,,"@WandaNoqazo, @Armchai41757316, @RediTlhabi",South Africa,1,0,0,0,No hashtags,yes
22,45973,2021-11-08 22:50:50+00:00,"And the MSM is silent. He can fly 70 plane loads of his unvetted, unvaccinated Illegals to swing states, but God Forbid he bring these American Citizens home that He Abandoned in Afghanistan.
He is a pathetic, corrupt, lying POS. 
#NotMyPresident
#BidenIsAFailure 
#FJB https://t.co/XNuiRGYHS9","And the MSM is silent. He can fly 70 plane loads of his unvetted, unvaccinated Illegals to swing states, but God Forbid he bring these American Citizens home that He Abandoned in Afghanistan.
He is a pathetic, corrupt, lying POS. 
#NotMyPresident
#BidenIsAFailure 
#FJB  ",angry / disagree,27,0.0996309963099631,"MSM, POS., 
#FJB",https://t.co/XNuiRGYHS9,,United States,0,1,0,0,"['NotMyPresident', 'BidenIsAFailure', 'FJB']",yes
23,91649,2021-09-03 14:31:58+00:00,"Unfortunately it took Canada until Aug 31 to join the US/Qatar Afghan refugee plan. Had we taken this approach sooner, many lives could have been saved. #Elxn44 #cdnpoli #Afganisthan @elisabethmalom1 https://t.co/PKj7ObenAQ","Unfortunately it took Canada until Aug 31 to join the US/Qatar Afghan refugee plan. Had we taken this approach sooner, many lives could have been saved. #Elxn44 #cdnpoli #Afganisthan    ",disgust / agree,10,0.053763440860215,,https://t.co/PKj7ObenAQ,@elisabethmalom1,"Ottawa, Ontario",0,2,3,0,"['Elxn44', 'cdnpoli', 'Afganisthan']",yes
