,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
476,92749,2021-09-02 23:25:13+00:00,"@dog_truck @LockTrumpUp6 @thenewZeus2 The BBC is reporting tonight that  500,000 refugees are heading out of Afghanistan.  Given the arduous terrain, many will die. Some will make it to Europe, but most will he left for most of the rest of their lives in squalid refugee camps. They were not refugees a month ago.","      The BBC is reporting tonight that  500,000 refugees are heading out of Afghanistan.  Given the arduous terrain, many will die. Some will make it to Europe, but most will he left for most of the rest of their lives in squalid refugee camps. They were not refugees a month ago.",0 / 0,9,0.0320284697508896,BBC,,"@dog_truck, @LockTrumpUp6, @thenewZeus2",English-speaking,1,3,6,0,No hashtags,yes
477,72388,2021-09-17 08:42:18+00:00,"Dutch Foreign Minister Kaag quits over Afghan refugee crisis 

https://t.co/yJum0pXNkY

Former diplomat Kaag served as U.N. special coordinator for Lebanon in 2015-2017, &amp; before that headed a U.N. team overseeing the destruction of Syria’s chemical weapons.

#ArianaNews #Dutch https://t.co/UAZHaE7KW5","Dutch Foreign Minister Kaag quits over Afghan refugee crisis 

 

Former diplomat Kaag served as U.N. special coordinator for Lebanon in 2015-2017, &amp; before that headed a U.N. team overseeing the destruction of Syria’s chemical weapons.

#ArianaNews #Dutch  ",0 / 0,16,0.0610687022900763,"U.N., U.N.","https://t.co/yJum0pXNkY, https://t.co/UAZHaE7KW5",,"Kabul,Afghanistan",1,1,8,0,"['ArianaNews', 'Dutch']",yes
478,96167,2021-09-01 15:17:31+00:00,@charliekirk11 Another blunder in this Afghanistan withdrawal.  No planning for proper vetting before boarding planes,  Another blunder in this Afghanistan withdrawal.  No planning for proper vetting before boarding planes,0 / 0,3,0.0288461538461538,,,@charliekirk11,English-speaking,0,0,0,0,No hashtags,yes
479,171372,2021-08-15 14:03:22+00:00,"Afghan population 38 million.

Of whom, around 3-5 million are loyal to the Taliban (based on previous elections).

Leaving around 33 million potential refugees, each with a genuine case for asylum to process.

I think we've found Nigel Farage a job when GB News sacks him.","Afghan population 38 million.

Of whom, around 3-5 million are loyal to the Taliban (based on previous elections).

Leaving around 33 million potential refugees, each with a genuine case for asylum to process.

I think we've found Nigel Farage a job when GB News sacks him.",0 / 0,10,0.0366300366300366,GB,,,日本 東京,1,1,6,1,No hashtags,yes
480,144927,2021-08-18 18:53:42+00:00,I see more Christ in the very unfortunate Afghan refugee situation than I have seen the last few years in the entirety of American Evangelical Christianity...,I see more Christ in the very unfortunate Afghan refugee situation than I have seen the last few years in the entirety of American Evangelical Christianity...,0 / 0,7,0.0443037974683544,"I, I",,,"Orlando, FL",1,0,5,0,No hashtags,yes
481,139003,2021-08-19 19:13:28+00:00,@rogerph100 @mac46100 @pauldbowen That isnt a refugee camp. It's the tented camp for those gathering to  attend the Haaj at Mecca. I can see no reason why it can't be used for Afghan Refugees.,      That isnt a refugee camp. It's the tented camp for those gathering to  attend the Haaj at Mecca. I can see no reason why it can't be used for Afghan Refugees.,0 / 0,7,0.0426829268292682,I,,"@rogerph100, @mac46100, @pauldbowen","Blackpool, GB, (Mars Embassy)",0,0,7,0,No hashtags,yes
482,80246,2021-09-10 03:17:34+00:00,The terrorists n 9/11 were fully vetted from Afghanistan.,The terrorists n 9/11 were fully vetted from Afghanistan.,0 / 0,2,0.0350877192982456,,,,"Georgia, USA",1,0,2,0,No hashtags,yes
483,185048,2021-07-16 01:49:00+00:00,"With Taliban on rampage, US looks to evacuate interpreters, translators from Afghanistan; who said what on troop withdrawal https://t.co/AQHf6t2bAm","With Taliban on rampage, US looks to evacuate interpreters, translators from Afghanistan; who said what on troop withdrawal  ",0 / 0,5,0.04,US,https://t.co/AQHf6t2bAm,,English-speaking,0,0,0,0,No hashtags,yes
484,99797,2021-08-31 10:21:04+00:00,"@StVitusDance @MSANNCOOPER @pritipatel @10DowningStreet @BorisJohnson The media last week were wheeling out professional Afghan migrants that claimed asylum, and not one of them thought about asking them why they return home for holidays, if it was so dangerous they needed to claim asylum.","          The media last week were wheeling out professional Afghan migrants that claimed asylum, and not one of them thought about asking them why they return home for holidays, if it was so dangerous they needed to claim asylum.",0 / 0,2,0.008695652173913,,,"@StVitusDance, @MSANNCOOPER, @pritipatel, @10DowningStreet, @BorisJohnson","Sheffield, England",0,0,0,0,No hashtags,yes
485,46494,2021-11-06 13:24:01+00:00,The Afghan resettlement program announced amid the election is so far behind that former CF employees who fled to Kabul for evacuation are now being sent home again. https://t.co/uUoke6Dalk,The Afghan resettlement program announced amid the election is so far behind that former CF employees who fled to Kabul for evacuation are now being sent home again.  ,0 / 0,5,0.029940119760479,CF,https://t.co/uUoke6Dalk,,West of Toronto,0,12,16,1,No hashtags,yes
