,id_stable,Date,Content,ContentClean,Labels,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
0,46848,2021-11-04 18:50:53+00:00,"Also, if they don't pass some sort of Afghan Evacuee Adjustment Act, we're looking at thousands of asylum applications that will need to be filed. https://t.co/MMTDBqVnJw","Also, if they don't pass some sort of Afghan Evacuee Adjustment Act, we're looking at thousands of asylum applications that will need to be filed.  ",0 / 0,5,0.0337837837837837,,https://t.co/MMTDBqVnJw,,"Shawnee, KS",1,1,14,2,No hashtags,yes
1,69296,2021-09-20 20:44:38+00:00,"@Anti_Liberal3 @blitzer850 @ScreamngEagle @BVR58915778 @Zegdie @Chopstress @martuk56 @jbsparky_2010 @HappyCycler @Kegan545 @Ifollownoliars @sunlover28 @IslesfaninFla @MrsGoodoz @SashaZeg @mcgregorgirl1 @ShoumanZoe @SandraSBreen @ccinthemiddle @LilRocketHood @CNS15141 @jimbo_always @RickCrainium @EcgoLC @MichaelsANewman @patriot_paula @David_MagaUSA @kyhorn143 @DogsBCool @Sandmann143 @tonykimble4 @Bubbaflaco @WasJimbo @JimGagnon6 Rep. Tiffany Demands Answers of Biden Administration’s Vetting Of Afghans, Amid Reports Of ‘Child Sex Trafficking’ And ‘Polygamy’ 

Reports say some afghans brought 7 'wifes &amp; as many as 14 children. No documents? Unvetted coming to a neighborhood near u🤬
https://t.co/RkGOai4J6P","                                                                    Rep. Tiffany Demands Answers of Biden Administration’s Vetting Of Afghans, Amid Reports Of ‘Child Sex Trafficking’ And ‘Polygamy’ 

Reports say some afghans brought 7 'wifes &amp; as many as 14 children. No documents? Unvetted coming to a neighborhood near u🤬
 ",0 / 0,20,0.060790273556231,,https://t.co/RkGOai4J6P,"@Anti_Liberal3, @blitzer850, @ScreamngEagle, @BVR58915778, @Zegdie, @Chopstress, @martuk56, @jbsparky_2010, @HappyCycler, @Kegan545, @Ifollownoliars, @sunlover28, @IslesfaninFla, @MrsGoodoz, @SashaZeg, @mcgregorgirl1, @ShoumanZoe, @SandraSBreen, @ccinthemiddle, @LilRocketHood, @CNS15141, @jimbo_always, @RickCrainium, @EcgoLC, @MichaelsANewman, @patriot_paula, @David_MagaUSA, @kyhorn143, @DogsBCool, @Sandmann143, @tonykimble4, @Bubbaflaco, @WasJimbo, @JimGagnon6",Town of deplorables,3,6,6,0,No hashtags,yes
2,103609,2021-08-29 18:04:05+00:00,"@harounrahimi1 @SIGARHQ And I would suggest having names and contact info for other credible, Afghan women who could be interviewed in-person instead of her, so that you can help them jumpstart the vetting process for other, potentially more appropriate alternatives.","    And I would suggest having names and contact info for other credible, Afghan women who could be interviewed in-person instead of her, so that you can help them jumpstart the vetting process for other, potentially more appropriate alternatives.",escape,3,0.0121457489878542,I,,"@harounrahimi1, @SIGARHQ",English-speaking,1,0,1,0,No hashtags,yes
3,71773,2021-09-17 17:14:56+00:00,@GeorgeTakei I strongly support your relocation to Afghanistan. Compassion has never been a right-winger’s strong suit. Although they will always remind you that they’re God-fearing Christians.,  I strongly support your relocation to Afghanistan. Compassion has never been a right-winger’s strong suit. Although they will always remind you that they’re God-fearing Christians.,Escape,6,0.0329670329670329,I,,@GeorgeTakei,"Santa Monica, CA",0,0,1,0,No hashtags,yes
4,83396,2021-09-08 10:29:20+00:00,"Since when does it take that much money to put someone into an apt? Biden is spending our tax dollars for everyone except Americans. He’s like a kid in an ice cream shop ~ ~ Biden Asks Congress For $6.4 Billion in Taxpayer Money to Resettle 95,000 Afghans https://t.co/wkkmuArH9w https://t.co/bJtRukWa6M","Since when does it take that much money to put someone into an apt? Biden is spending our tax dollars for everyone except Americans. He’s like a kid in an ice cream shop ~ ~ Biden Asks Congress For $6.4 Billion in Taxpayer Money to Resettle 95,000 Afghans    ",0 / 0,13,0.0501930501930501,,"https://t.co/wkkmuArH9w, https://t.co/bJtRukWa6M",,English-speaking,60,155,117,27,No hashtags,yes
5,99590,2021-08-31 12:12:53+00:00,"13,000 unvetted Afghanistan refugees got a flight to America. Americans were left behind","13,000 unvetted Afghanistan refugees got a flight to America. Americans were left behind",0 / 0,3,0.034090909090909,,,,English-speaking,0,0,0,0,No hashtags,yes
6,6989,2022-03-24 14:33:47+00:00,"@AITA_online Aemon is still getting quite a bit of attention. He's a refugee from Bosnia. If you'd like to support our work helping Afghans to safety please click the link:
https://t.co/DZdinVKnxp","  Aemon is still getting quite a bit of attention. He's a refugee from Bosnia. If you'd like to support our work helping Afghans to safety please click the link:
 ",0 / 0,5,0.0306748466257668,,https://t.co/DZdinVKnxp,@AITA_online,English-speaking,0,0,0,0,No hashtags,yes
7,97319,2021-09-01 03:23:13+00:00,"My husband's terp from Afghanistan is in the U.S. His wife and son had SIV docs, but couldn't get out. We are receiving texts from him and it's heartbreaking. What can we do? Please let me know what we can do!!
#wepromised","My husband's terp from Afghanistan is in the U.S. His wife and son had SIV docs, but couldn't get out. We are receiving texts from him and it's heartbreaking. What can we do? Please let me know what we can do!!
#wepromised",0 / 0,11,0.0495495495495495,"U.S., SIV",,,"Ft. Worth, TX",0,0,0,1,['wepromised'],yes
8,50356,2021-10-26 04:00:40+00:00,@MasterOfPsy Thank you again dear Madem for cooperation for Afghan Allies interpreters SIV,  Thank you again dear Madem for cooperation for Afghan Allies interpreters SIV,0 / 0,7,0.0886075949367088,SIV,,@MasterOfPsy,English-speaking,0,0,0,0,No hashtags,yes
9,13098,2022-03-02 16:24:15+00:00,A happy/ sad text this morning from one of our resettlement agency partners. These babies slept days on the floor outside Kabul airport. Today they start a new day of school and hopefully they have a really great day today. https://t.co/1BlZo8DbBC,A happy/ sad text this morning from one of our resettlement agency partners. These babies slept days on the floor outside Kabul airport. Today they start a new day of school and hopefully they have a really great day today.  ,0 / 0,4,0.0177777777777777,A,https://t.co/1BlZo8DbBC,,"Pennsylvania, USA",5,21,613,1,No hashtags,yes
